Hugo_Symbol	Entrez_Gene_Id	TCGA-05-4244-01	TCGA-05-4249-01	TCGA-05-4250-01	TCGA-05-4382-01	TCGA-05-4389-01	TCGA-05-4395-01	TCGA-05-4397-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4403-01	TCGA-05-4418-01	TCGA-05-4420-01	TCGA-05-4422-01	TCGA-05-4426-01	TCGA-05-4430-01	TCGA-05-4432-01	TCGA-05-4434-01	TCGA-17-Z000-01	TCGA-17-Z001-01	TCGA-17-Z002-01	TCGA-17-Z003-01	TCGA-17-Z004-01	TCGA-17-Z005-01	TCGA-17-Z006-01	TCGA-17-Z007-01	TCGA-17-Z008-01	TCGA-17-Z009-01	TCGA-17-Z010-01	TCGA-17-Z011-01	TCGA-17-Z012-01	TCGA-17-Z013-01	TCGA-17-Z014-01	TCGA-17-Z015-01	TCGA-17-Z016-01	TCGA-17-Z017-01	TCGA-17-Z018-01	TCGA-17-Z019-01	TCGA-17-Z020-01	TCGA-17-Z021-01	TCGA-17-Z022-01	TCGA-17-Z023-01	TCGA-17-Z024-01	TCGA-17-Z025-01	TCGA-17-Z026-01	TCGA-17-Z027-01	TCGA-17-Z028-01	TCGA-17-Z029-01	TCGA-17-Z030-01	TCGA-17-Z031-01	TCGA-17-Z032-01	TCGA-17-Z033-01	TCGA-17-Z034-01	TCGA-17-Z035-01	TCGA-17-Z036-01	TCGA-17-Z037-01	TCGA-17-Z038-01	TCGA-17-Z039-01	TCGA-17-Z040-01	TCGA-17-Z041-01	TCGA-17-Z042-01	TCGA-17-Z043-01	TCGA-17-Z044-01	TCGA-17-Z045-01	TCGA-17-Z046-01	TCGA-17-Z047-01	TCGA-17-Z048-01	TCGA-17-Z049-01	TCGA-17-Z050-01	TCGA-17-Z051-01	TCGA-17-Z052-01	TCGA-17-Z053-01	TCGA-17-Z054-01	TCGA-17-Z056-01	TCGA-17-Z058-01	TCGA-17-Z059-01	TCGA-17-Z060-01	TCGA-17-Z061-01	TCGA-17-Z062-01	TCGA-35-3615-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-38-4627-01	TCGA-38-4628-01	TCGA-38-4629-01	TCGA-38-4630-01	TCGA-44-2655-01	TCGA-44-2656-01	TCGA-44-2657-01	TCGA-44-2661-01	TCGA-44-2662-01	TCGA-44-2665-01	TCGA-44-2666-01	TCGA-44-2668-01	TCGA-44-3396-01	TCGA-44-3398-01	TCGA-44-3918-01	TCGA-44-3919-01	TCGA-44-4112-01	TCGA-49-4486-01	TCGA-49-4494-01	TCGA-49-4501-01	TCGA-49-4505-01	TCGA-49-4506-01	TCGA-49-4507-01	TCGA-49-4510-01	TCGA-55-1592-01	TCGA-55-1594-01	TCGA-55-1595-01	TCGA-55-1596-01	TCGA-64-1676-01	TCGA-64-1677-01	TCGA-64-1678-01	TCGA-64-1680-01	TCGA-67-3771-01	TCGA-67-3772-01	TCGA-67-3773-01	TCGA-67-3774-01	TCGA-73-4659-01	TCGA-73-4662-01	TCGA-73-4666-01	TCGA-73-4668-01	TCGA-73-4670-01	TCGA-73-4675-01	TCGA-73-4677-01
LAMC2	3918	0.53960111	0.668507112	0.334807546	0.477988076	0.65345217	0.383315564	0.647299989	0.421771605	0.404378953	0.46737554	0.388009562	0.748387208	0.468374128	0.443377612	0.529522315	0.356926539	0.448425388	0.473908234	0.398264864	0.506607608	0.575436429	0.57781362	0.60797291	0.381034224	0.286943042	0.308014977	0.628035021	0.488730643	0.393512881	0.470198587	0.610125652	0.869333334	0.537759307	0.275353921	0.609178216	0.51618965	0.452981226	0.585899656	0.727163497	0.393931277	0.495959198	0.334713068	0.800480382	0.517222219	0.89806946	0.477503853	0.754517179	0.621851661	0.868167794	0.541171468	0.597987994	0.629514241	0.732960989	0.377014704	0.411234973	0.63290854	0.548670766	0.543629448	0.557975891	0.342698784	0.525926977	0.65054922	0.421491332	0.527811909	0.683702361	0.758042265	0.929934013	0.524935495	0.085089914	0.532050561	0.439377509	0.563369841	0.816562063	0.860469357	0.736845246	0.580537009	0.678012118	0.636756024	0.380756232	0.48389141	0.593240943	0.429957788	0.637244	0.685656573	0.233416159	0.443243001	0.753806856	0.468469234	0.535441972	0.56945237	0.678269479	0.450402376	0.688334716	0.721310715	0.474426216	0.597658702	0.661152994	0.477099841	0.482967886	0.579998034	0.630694527	0.410882038	0.504286314	0.639332852	0.813309575	0.563056892	0.219741541	0.352097546	0.324471059	0.60222452	0.179189008	0.731791231	0.39255404	0.477501194	0.338843902	0.34348477	0.408027591	0.827800239	0.252857441	0.552426676	0.763897153	0.60859754	0.469631476	0.423209201	0.782709113	0.701524862
OLFM2	93145	0.21537311	0.09392288	0.105847443	0.074223246	0.121850783	0.518430329	0.026038988	0.129183778	0.106638168	0.494370608	0.056511937	0.105126619	0.095143105	0.440970491	0.14951893	0.038468052	0.083750472	0.123958366	0.067613438	0.199607995	0.060764049	0.049989019	0.065610935	0.098187286	0.11044775	0.047099907	0.111656556	0.319646088	0.059419378	0.059838204	0.086450361	0.161957605	0.295459837	0.041670763	0.206522248	0.07051436	0.054638532	0.087128167	0.112141287	0.051659958	0.025840916	0.055363125	0.28996745	0.050223248	0.044228879	0.062895456	0.071090248	0.076861344	0.210386334	0.050651345	0.160150718	0.067066704	0.055243045	0.049406293	0.090815376	0.043197199	0.055362899	0.047188807	0.02555172	0.079004256	0.060948588	0.055731728	0.048826322	0.394042431	0.084277331	0.056322816	0.579887959	0.295947711	0.07130196	0.07791526	0.096852394	0.112741548	0.245006169	0.313505677	0.093133659	0.07597082	0.391082383	0.133033954	0.416485495	0.140205521	0.094433558	0.39640525	0.135688016	0.14192836	0.045283444	0.22288691	0.045841114	0.079978555	0.290416319	0.085596052	0.147770906	0.076356061	0.067488434	0.391812048	0.261643784	0.291073668	0.087902413	0.081503212	0.462275821	0.094351203	0.071035305	0.427383622	0.046923092	0.281760166	0.213135097	0.072426682	0.061449381	0.082447179	0.05200289	0.120140359	0.037397198	0.244604886	0.139184941	0.155363074	0.210206526	0.037436175	0.051469988	0.402180667	0.197879826	0.095538327	0.383988928	0.511272067	0.15280669	0.246266762	0.503863682	0.061131349
TUBB2A	7280	0.182697676	0.150715083	0.185777213	0.123745191	0.180841958	0.175728257	0.340981021	0.073424943	0.166194195	0.158069565	0.204338281	0.213844278	0.122297117	0.122196699	0.226569869	0.156175128	0.14214291	0.18875639	0.265381303	0.20675144	0.132005341	0.131048844	0.181157341	0.241969955	0.144339518	0.105936403	0.149986449	0.128013385	0.212799983	0.172967233	0.200456467	0.183190319	0.129629165	0.131412402	0.15305762	0.304057604	0.188939658	0.156594863	0.143448412	0.18018682	0.163716677	0.116343733	0.110559105	0.122706865	0.152285971	0.129539691	0.116758611	0.124843932	0.139389113	0.160615071	0.151489887	0.154694004	0.292236241	0.267932824	0.401526116	0.155584729	0.292344263	0.133622753	0.157217066	0.192377107	0.154958107	0.112278647	0.190494986	0.169124411	0.190791004	0.188177729	0.113892788	0.099765405	0.113234807	0.207496302	0.261311774	0.243338352	0.180557862	0.236401669	0.36939828	0.179526365	0.174104255	0.141456623	0.091831851	0.17844193	0.169194584	0.122317372	0.196458519	0.24716215	0.102309318	0.151941111	0.196104166	0.111580016	0.101894866	0.248773667	0.206049186	0.083876931	0.228488866	0.101519231	0.13816429	0.225759933	0.134049367	0.199566711	0.347191341	0.118028403	0.246597468	0.133430687	0.11503651	0.160989455	0.385941407	0.224687718	0.109736583	0.094375596	0.113101475	0.10704246	0.072248674	0.119808253	0.105841073	0.071651671	0.141315602	0.074596571	0.132393415	0.134303891	0.091292362	0.138948388	0.400013161	0.093808428	0.162918444	0.600572542	0.167158508	0.281592661
GORASP1	64689	0.037238895	0.03110153	0.044924779	0.044453828	0.054339208	0.052712936	0.04778994	0.043283507	0.037193755	0.041814981	0.052762496	0.049721424	0.0562357	0.032469372	0.045379059	0.036202729	0.041103752	0.035076335	0.088638918	0.04178923	0.04526654	0.027769987	0.04844525	0.130101965	0.041223825	0.031143121	0.073912012	0.049860469	0.030166078	0.084519154	0.027169068	0.048097381	0.03751503	0.025577276	0.038375483	0.056491617	0.041572974	0.061808327	0.066152397	0.051562506	0.054449201	0.037033466	0.084049181	0.041992098	0.055511922	0.026945917	0.029283755	0.041248596	0.024994581	0.036857898	0.047626465	0.038143739	0.034914621	0.048558057	0.035557969	0.035637725	0.036838776	0.039860398	0.029607696	0.047757069	0.045754954	0.033167043	0.059774255	0.039104776	0.045589706	0.038901861	0.033200107	0.030812245	0.042034861	0.100180068	0.039292428	0.04187104	0.032099668	0.042084612	0.034812925	0.03678575	0.052957614	0.041028984	0.023234781	0.067098257	0.080951456	0.0437265	0.05692108	0.0438709	0.041565227	0.190394496	0.045131284	0.027657304	0.06032288	0.081887099	0.052824109	0.021394937	0.032574284	0.030640754	0.048639921	0.055291274	0.033661939	0.059990944	0.047692313	0.039740443	0.040618171	0.0526506	0.068387471	0.034926121	0.055998641	0.073078094	0.041723943	0.030634282	0.03107166	0.025797682	0.02723012	0.032489094	0.038417891	0.041760207	0.033576162	0.033410066	0.066337345	0.031182399	0.037336079	0.037295417	0.071998978	0.064415621	0.042010304	0.040555139	0.050731585	0.035655087
IL23A	51561	0.475623565	0.438470849	0.040050902	0.208801995	0.364080623	0.045022909	0.341953603	0.182260848	0.123642898	0.085789048	0.164590621	0.312374523	0.534456176	0.436763837	0.163291194	0.233411111	0.255409788	0.433669057	0.144104674	0.097091046	0.410954703	0.684626763	0.082667335	0.060949361	0.12977801	0.069565667	0.059108984	0.460384835	0.182233746	0.159606394	0.668061195	0.541480713	0.652195346	0.616649443	0.119846079	0.264941081	0.482949783	0.222040041	0.112322207	0.052827557	0.046564793	0.148715051	0.248716942	0.553526902	0.282827955	0.462346367	0.154517774	0.063592303	0.656179032	0.143775039	0.28062991	0.077180062	0.387009788	0.123172481	0.190232821	0.630045414	0.135128113	0.046858828	0.024443902	0.052114723	0.352619614	0.277521381	0.082097205	0.04876947	0.168876146	0.27723386	0.621506498	0.234395853	0.03683937	0.063887135	0.062761226	0.567275928	0.053367915	0.280341669	0.391055612	0.152560656	0.033574271	0.160025137	0.536318226	0.036645015	0.051083708	0.046127512	0.229327017	0.058477655	0.496047894	0.031600781	0.527794372	0.153210301	0.419010048	0.143270203	0.157572329	0.03449252	0.209826143	0.395945637	0.036917015	0.032191627	0.12996785	0.461059565	0.079251465	0.549612325	0.658663714	0.149224952	0.18602264	0.382983017	0.372697918	0.110501279	0.191743392	0.323312348	0.029370408	0.460132599	0.317822575	0.179102666	0.087266914	0.375344528	0.066847923	0.172035418	0.081525754	0.595806523	0.115943637	0.491736378	0.600820577	0.617512065	0.126556303	0.505072508	0.689482198	0.359814485
NCRNA00173	100287569	0.044487063	0.05750725	0.033862177	0.038126622	0.040855539	0.029524232	0.034380162	0.064725778	0.028735252	0.568454193	0.09938481	0.034135718	0.050127962	0.102304344	0.066602016	0.031828588	0.10336909	0.040186016	0.031111563	0.349819145	0.061634157	0.067317071	0.068339418	0.021412632	0.048453377	0.057369224	0.056159191	0.056377282	0.059335844	0.036705713	0.069151401	0.031213077	0.112661971	0.018814814	0.040296714	0.031107416	0.023541864	0.062225014	0.068739298	0.032163834	0.04333771	0.048380427	0.06504345	0.045878322	0.030554918	0.031869139	0.086233481	0.054648084	0.051812814	0.060258162	0.075361019	0.048483283	0.072525986	0.032134926	0.060862717	0.105369115	0.049405284	0.050342358	0.025330457	0.110238414	0.049074638	0.033773544	0.049330578	0.301926127	0.065789162	0.036611276	0.04740108	0.160334096	0.024953839	0.049754211	0.039190134	0.057646178	0.079286838	0.531457399	0.32320319	0.041333512	0.042614255	0.046933902	0.474779649	0.03279404	0.051158525	0.039775304	0.080505716	0.072743305	0.035177263	0.05557166	0.070880337	0.070309239	0.205216785	0.059157439	0.057726577	0.03705861	0.244642701	0.383056495	0.090202312	0.078233704	0.101776719	0.035743684	0.252096956	0.049362063	0.057001747	0.049581473	0.058707594	0.071881199	0.356767434	0.037668246	0.031559869	0.039720776	0.018880655	0.034873755	0.021849369	0.026343454	0.033104815	0.024634317	0.056211522	0.022806064	0.062839598	0.42237455	0.054749494	0.035958955	0.047812513	0.591079622	0.042988936	0.030121894	0.544116254	0.079000916
BRDT	676	0.948242354	0.918602792	0.955987514	0.63978298	0.898415236	0.917466915	0.89475983	0.925220293	0.926021989	0.939981439	0.711121734	0.606022191	0.940953129	0.940707138	0.954825173	0.865213409	0.940483273	0.589744837	0.901015495	0.918065428	0.827946801	0.816987361	0.931467702	0.732484149	0.909121295	0.892527931	0.907001232	0.752438612	0.801135123	0.835526578	0.956656217	0.932197674	0.933802126	0.917963487	0.943956448	0.894990935	0.750436722	0.862408465	0.905346613	0.630571761	0.927207168	0.561066211	0.909386515	0.920482275	0.933814564	0.757211934	0.905736752	0.891765044	0.881375189	0.830203787	0.750379806	0.844650966	0.902365714	0.901103958	0.914773375	0.949176344	0.928031881	0.895160308	0.699738815	0.945219322	0.933001091	0.926864649	0.908049013	0.460476321	0.945108316	0.960300133	0.920367744	0.942542887	0.799782848	0.871904611	0.933968537	0.942790039	0.94122561	0.938921867	0.914079371	0.775431551	0.939039552	0.847140472	0.912545923	0.910618407	0.675363299	0.645113726	0.930125316	0.913216412	0.641583404	0.911417061	0.92557436	0.884691741	0.941620511	0.865130386	0.883784229	0.785437048	0.875376633	0.898837978	0.936636313	0.776345258	0.89250386	0.9189464	0.950939158	0.752094824	0.946241568	0.909399371	0.879221496	0.927173267	0.889528844	0.912907104	0.808156302	0.857791186	0.399149469	0.460335909	0.665723707	0.918336252	0.877653366	0.878453421	0.912850485	0.618760357	0.896260199	0.931683573	0.782769514	0.92640983	0.938967651	0.946785459	0.86804303	0.686396756	0.952498908	0.521454775
TSTA3	7264	0.469892314	0.33005385	0.442901472	0.597870523	0.394379519	0.34158755	0.321797163	0.669834676	0.407371302	0.36483578	0.36409012	0.144869796	0.354073611	0.330665763	0.542678872	0.366131236	0.492862551	0.407887415	0.269202881	0.515316363	0.58216673	0.158631094	0.58312367	0.167762122	0.48434231	0.353137389	0.643598582	0.462371186	0.369725141	0.562570111	0.406471298	0.621300327	0.451628499	0.337300169	0.529915038	0.490166728	0.667285001	0.622405852	0.716216176	0.502113487	0.618089645	0.367996025	0.543266924	0.719318965	0.362086113	0.554865643	0.649521278	0.653532896	0.156136719	0.490736738	0.48596169	0.574837253	0.611837327	0.39227328	0.569370821	0.771578877	0.615686271	0.457799482	0.483945967	0.408958782	0.523048464	0.47042487	0.492018666	0.552386786	0.652513174	0.410983608	0.386767982	0.434857502	0.154030066	0.65780511	0.495539301	0.180458928	0.792677231	0.110158959	0.377485435	0.520234141	0.144854558	0.566142719	0.281550986	0.623922827	0.606996816	0.52143027	0.560147652	0.607117049	0.719378745	0.614961188	0.58132871	0.484367121	0.568733556	0.487954102	0.549853373	0.596453726	0.464153736	0.268381605	0.681561867	0.517536797	0.576496701	0.337732725	0.576933007	0.386113648	0.181822771	0.47332672	0.411790128	0.42810139	0.523143866	0.431997523	0.252427966	0.601079153	0.443013173	0.618773467	0.567220217	0.467341969	0.689479242	0.351939589	0.450196406	0.405101578	0.428304097	0.359059003	0.381085046	0.403062534	0.521118682	0.591127709	0.384884101	0.244932035	0.267504892	0.30889768
C20orf177	63939	0.989473473	0.842182183	0.991639778	0.564536606	0.982940973	0.989995658	0.695968809	0.934365494	0.612295734	0.989541661	0.990553265	0.972509596	0.992365429	0.968329888	0.824425424	0.420995015	0.990082788	0.989951146	0.990855966	0.99134844	0.982014109	0.994085388	0.823398138	0.990747265	0.992156908	0.984710638	0.990439429	0.559854544	0.992655649	0.626445088	0.992736871	0.993677995	0.817352635	0.952011182	0.992373476	0.94982443	0.448198218	0.987695919	0.986250583	0.990237012	0.990056146	0.444971741	0.99109687	0.867928177	0.992842416	0.943697394	0.972361035	0.966558646	0.250946869	0.504432678	0.986926646	0.769614178	0.986990955	0.989517417	0.991655452	0.866958283	0.919081346	0.863765809	0.992860582	0.792306298	0.991296199	0.450855021	0.601847446	0.470989951	0.892911375	0.992615662	0.991025262	0.570842627	0.991703522	0.992566291	0.894536207	0.992323815	0.94312619	0.993198775	0.990771601	0.991003826	0.993003601	0.946417306	0.94397317	0.989955666	0.546679121	0.992306246	0.827606852	0.988170167	0.382859995	0.905603706	0.973544423	0.951965257	0.591103699	0.941939225	0.910044068	0.892234045	0.98837469	0.945298271	0.599280004	0.62588185	0.846719734	0.559615365	0.67067355	0.977312523	0.992483883	0.82046749	0.704571605	0.665367593	0.976884093	0.991261345	0.919968911	0.827677106	0.571447923	0.981177869	0.870123484	0.61458244	0.576761358	0.984214454	0.985455695	0.465737272	0.941506287	0.923161678	0.968262955	0.983118705	0.990110753	0.967911806	0.424761298	0.979349478	0.988849958	0.983713619
HHATL	57467	0.498642771	0.693424909	0.430365803	0.564790665	0.5504992	0.376811407	0.542522432	0.449471877	0.450348402	0.498687927	0.435220524	0.23252394	0.476696236	0.570165762	0.548438235	0.501046669	0.676622027	0.385840837	0.416108055	0.691286315	0.552777115	0.527366127	0.632813978	0.717500952	0.632575103	0.679964087	0.639738386	0.542892503	0.511664872	0.659084639	0.687211957	0.795421762	0.339779633	0.223977574	0.765858347	0.525521668	0.474662226	0.596954035	0.674784358	0.447946806	0.498807038	0.477462028	0.741468571	0.523057754	0.117976223	0.636481084	0.746760203	0.606593882	0.539563556	0.536096081	0.755734678	0.591531518	0.75815573	0.620166913	0.666718288	0.779098771	0.655703696	0.670822777	0.162054703	0.550509483	0.553636738	0.481500507	0.562241173	0.394272538	0.743989656	0.837620074	0.357471429	0.775816256	0.249374084	0.565985012	0.583716568	0.390465353	0.822915673	0.389686138	0.809170009	0.679034143	0.097823374	0.59569366	0.744177231	0.580798357	0.485165566	0.693560056	0.742946615	0.710923588	0.628122299	0.485685273	0.296075372	0.703801184	0.546056468	0.60419916	0.621703819	0.61932391	0.571689808	0.820251365	0.632234995	0.606867221	0.563794424	0.535471876	0.751041662	0.742003903	0.708210657	0.758939641	0.68648685	0.738870214	0.650351165	0.67587865	0.382165777	0.456302266	0.395679632	0.408389117	0.357698784	0.541066008	0.401699951	0.386269233	0.337844192	0.601278299	0.520431719	0.484723503	0.473809486	0.486439237	0.693256087	0.543045606	0.412579138	0.362174374	0.82492465	0.677357389
COMMD6	170622	0.025632417	0.017208478	0.018608625	0.014866365	0.013902867	0.021089897	0.01608594	0.013732366	0.01326531	0.013207392	0.013410956	0.034464693	0.014007413	0.016275952	0.017685557	0.018167093	0.015247144	0.013128441	NA	0.01704938	0.016612584	0.012594619	0.019751722	NA	0.011866774	0.018187534	0.014800763	0.01685788	0.01453219	0.015485276	NA	0.016919044	NA	0.016626174	0.017908327	0.013005311	0.018160596	0.016385851	0.012017668	0.018687961	0.016625038	0.014344352	0.018807076	0.016454495	0.014169355	0.015323511	NA	0.022064384	0.016411752	0.013154418	0.028534691	0.015098734	0.021113185	0.018636819	0.015672755	0.029290592	0.012961887	0.01680697	0.016752201	0.014012862	0.016493174	0.018893294	0.01322232	0.016966505	0.013076698	0.012826292	0.013926701	0.015334532	0.015194527	0.017433043	0.018883011	0.025979296	0.018916409	0.01922209	0.013167252	0.016828549	0.018673482	0.018512204	0.018263509	0.015624352	0.018949713	0.015476174	0.018719831	0.016377477	0.015538557	0.01762965	0.019453314	0.015423652	0.017468386	0.015314568	0.017788371	0.018097188	0.021441801	0.017612994	0.018029611	0.015968315	0.014922379	0.021653488	0.017052754	0.020367018	0.01152305	0.0140469	0.010447064	0.014336063	0.018975216	0.015404743	0.013574112	0.018016834	0.016750647	0.021279035	0.024600041	0.019623204	0.021266545	0.020427553	0.019937327	0.015059528	0.015577401	0.014334899	0.014204599	0.020308143	0.01352303	0.016188839	0.013730272	0.012100228	0.016342912	0.012954599
STC1	6781	0.209282714	0.096960449	0.058830877	0.081262576	0.094444494	0.158094797	0.090153139	0.102646564	0.108661957	0.12298528	0.100289338	0.281334137	0.085829998	0.104210582	0.096282554	0.087757083	0.11973038	0.054425155	0.345644422	0.134261019	0.176575665	0.151141702	0.165717769	0.275022052	0.221711723	0.067042646	0.07057944	0.25123953	0.087855751	0.264126533	0.250503115	0.107764031	0.196059002	0.194415971	0.156882563	0.290608549	0.144752507	0.094668596	0.091750095	0.083967158	0.10228114	0.120568283	0.205199404	0.218775215	0.140171715	0.076489094	0.086704775	0.142705622	0.48796681	0.246322293	0.190654073	0.211276039	0.107144276	0.078647837	0.110552195	0.594090889	0.088283966	0.157471812	0.339970215	0.179850886	0.080639586	0.102125642	0.139272478	0.44435395	0.114510139	0.160631415	0.069194724	0.064668486	0.09525689	0.146107364	0.120840528	0.26641494	0.080405159	0.462012942	0.190803345	0.191821307	0.111994101	0.097981957	0.073346122	0.083963693	0.124818412	0.117545047	0.120213351	0.10174663	0.142943754	0.174046372	0.110150262	0.100527303	0.143699169	0.095013139	0.069777512	0.087667596	0.108860655	0.065421844	0.129088414	0.119358959	0.094440292	0.088054999	0.084510687	0.058023385	0.090268918	0.112060423	0.106390233	0.131950219	0.121038927	0.092017683	0.193175055	0.086142561	0.155700714	0.215670485	0.11720915	0.081909068	0.111041091	0.101287245	0.076902214	0.069922466	0.132792502	0.075697865	0.064031376	0.133378133	0.089189034	0.129039723	0.095168923	0.110722216	0.082261109	0.084736097
MT1A	4489	0.86979135	0.780798543	0.922277221	0.726773762	0.78206461	0.919932929	0.884171771	0.722565884	0.761767161	0.855650275	0.812554889	0.349857563	0.715331826	0.874872341	0.772068682	0.678300157	0.742648132	0.781355037	0.783526714	0.908122015	0.743159804	0.916590064	0.859327845	0.60469287	0.839627054	0.829293464	0.797991011	0.763365512	0.828496674	0.819212791	0.879024873	0.810896444	0.723547129	0.879649547	0.879408613	0.908237978	0.72727307	0.746284771	0.827272204	0.85363449	0.811167297	0.424109687	0.851744538	0.852680441	0.947653393	0.839717279	0.758545306	0.830905895	0.925279999	0.741527613	0.816289149	0.756215578	0.818671655	0.839852141	0.782762175	0.937103906	0.815692376	0.774224197	0.765784504	0.86588216	0.694210351	0.82031456	0.873211055	0.640198068	0.798086467	0.828100758	0.906380899	0.860410919	0.822050932	0.798016265	0.778275339	0.897896126	0.664446031	0.872095432	0.892285786	0.774546416	0.952194873	0.75715484	0.8297071	0.744410193	0.829454149	0.821273073	0.784401442	0.819948478	0.819836524	0.797520264	0.832809876	0.715958566	0.816461227	0.723017424	0.790575767	0.695258559	0.856847664	0.866840305	0.774111154	0.8101233	0.780636386	0.817185204	0.845618522	0.769033091	0.890831455	0.845742365	0.618369644	0.795775244	0.857609108	0.731760794	0.51116344	0.663383134	0.571464128	0.903315916	0.789135475	0.855874954	0.774006917	0.626391443	0.883035244	0.752720713	0.753676709	0.868216089	0.773847672	0.855027026	0.901412776	0.8941498	0.781453241	0.876660672	0.618986409	0.86810188
